,@timestamp,kubernetes.container.name,mqtt_topic,uuid,ix_direction
lJBruH0BX0lHpglp8zow,2021-12-14 10:10:20.496000+00:00,oem-nodejs,carChassisNumber/DENM,ff72f584-48fc-4259-ab33-d3c311d7ac27,recv
lpBruH0BX0lHpglp8zow,2021-12-14 10:10:20.687000+00:00,oem-nodejs,carChassisNumber/DENM,166242cc-596d-4b3a-8f96-406a6813a659,recv
mJBruH0BX0lHpglp8zow,2021-12-14 10:10:20.895000+00:00,oem-nodejs,carChassisNumber/DENM,7a61e7bf-5ca4-46db-9af7-b3e57aea0abc,recv
mpBruH0BX0lHpglp8zow,2021-12-14 10:10:21.093000+00:00,oem-nodejs,carChassisNumber/DENM,bb4689b3-11f0-421c-8d84-0a356c95fe17,recv
3JBruH0BX0lHpglp9zoa,2021-12-14 10:10:21.308000+00:00,oem-nodejs,carChassisNumber/DENM,57203606-376c-4c3c-b655-3dc8910d5f61,recv
3pBruH0BX0lHpglp9zoa,2021-12-14 10:10:21.498000+00:00,oem-nodejs,carChassisNumber/DENM,472122ba-b1ab-401e-8bec-3af084106f98,recv
4JBruH0BX0lHpglp9zoa,2021-12-14 10:10:21.719000+00:00,oem-nodejs,carChassisNumber/DENM,6699b201-cdb9-4f85-b7ae-74992f3eca1f,recv
4pBruH0BX0lHpglp9zoa,2021-12-14 10:10:21.885000+00:00,oem-nodejs,carChassisNumber/DENM,141e3d69-eab5-4b0d-8cdc-43e0db6ace41,recv
5JBruH0BX0lHpglp9zoa,2021-12-14 10:10:22.096000+00:00,oem-nodejs,carChassisNumber/DENM,16d0a7b5-e6e3-4e48-acc6-e0856b75c4d5,recv
1JBsuH0BX0lHpglpDjuZ,2021-12-14 10:10:27.286000+00:00,oem-nodejs,carChassisNumber/DENM,77df3dc3-5c73-4046-941d-78aceab696d0,recv
1pBsuH0BX0lHpglpDjuZ,2021-12-14 10:10:27.522000+00:00,oem-nodejs,carChassisNumber/DENM,b10b4e4f-0045-47a6-a590-f6c36da72c6b,recv
2JBsuH0BX0lHpglpDjuZ,2021-12-14 10:10:27.724000+00:00,oem-nodejs,carChassisNumber/DENM,adefbf57-6e65-463a-8ec3-964816f404e9,recv
2pBsuH0BX0lHpglpDjuZ,2021-12-14 10:10:27.926000+00:00,oem-nodejs,carChassisNumber/DENM,72ffe6b7-0f2c-47ab-8ee0-c3771ecaa203,recv
3JBsuH0BX0lHpglpDjuZ,2021-12-14 10:10:28.123000+00:00,oem-nodejs,carChassisNumber/DENM,677a02ee-2267-4960-a877-35e2744cc266,recv
9ZBsuH0BX0lHpglpEjuD,2021-12-14 10:10:28.327000+00:00,oem-nodejs,carChassisNumber/DENM,1362233c-10cd-4861-9a6f-d9b9ae0dab15,recv
95BsuH0BX0lHpglpEjuD,2021-12-14 10:10:28.522000+00:00,oem-nodejs,carChassisNumber/DENM,edb2d411-e39b-4023-af6b-255838f9e9ff,recv
-ZBsuH0BX0lHpglpEjuD,2021-12-14 10:10:28.761000+00:00,oem-nodejs,carChassisNumber/DENM,a7446542-cbee-4124-8b1e-8ceec022d891,recv
-5BsuH0BX0lHpglpEjuD,2021-12-14 10:10:28.921000+00:00,oem-nodejs,carChassisNumber/DENM,2116d04d-07c5-4cc7-8946-2eb4508a7744,recv
_ZBsuH0BX0lHpglpEjuD,2021-12-14 10:10:29.088000+00:00,oem-nodejs,carChassisNumber/DENM,38410c5b-c636-437c-ae7d-46ba27a1890c,recv
HZBsuH0BX0lHpglpFjxs,2021-12-14 10:10:29.323000+00:00,oem-nodejs,carChassisNumber/DENM,42895dea-f50f-461d-a2cc-90dc30d5b09d,recv
H5BsuH0BX0lHpglpFjxs,2021-12-14 10:10:29.522000+00:00,oem-nodejs,carChassisNumber/DENM,6b9edd38-8c04-4f67-a704-d042f80d0dd2,recv
IZBsuH0BX0lHpglpFjxs,2021-12-14 10:10:29.722000+00:00,oem-nodejs,carChassisNumber/DENM,ecc42166-0066-46fb-b472-a0526be2f207,recv
I5BsuH0BX0lHpglpFjxs,2021-12-14 10:10:29.930000+00:00,oem-nodejs,carChassisNumber/DENM,97b11831-62d1-42da-8666-560a60675356,recv
JZBsuH0BX0lHpglpFjxs,2021-12-14 10:10:30.123000+00:00,oem-nodejs,carChassisNumber/DENM,fcd877c8-238c-4bbe-a927-f65bea8b1f96,recv
OZBsuH0BX0lHpglpGjxZ,2021-12-14 10:10:30.322000+00:00,oem-nodejs,carChassisNumber/DENM,ad1dcd8f-d53f-4fef-9c8f-e8fb09de51e1,recv
O5BsuH0BX0lHpglpGjxZ,2021-12-14 10:10:30.521000+00:00,oem-nodejs,carChassisNumber/DENM,a128b1dc-ac66-41dc-89c8-a1da8984e11b,recv
PZBsuH0BX0lHpglpGjxZ,2021-12-14 10:10:30.721000+00:00,oem-nodejs,carChassisNumber/DENM,c5a38303-d35d-44e9-88d7-4c115d40c0f3,recv
P5BsuH0BX0lHpglpGjxZ,2021-12-14 10:10:30.885000+00:00,oem-nodejs,carChassisNumber/DENM,a4022f27-1160-4fe9-bf4f-5891bd8bb5b4,recv
QZBsuH0BX0lHpglpGjxZ,2021-12-14 10:10:31.088000+00:00,oem-nodejs,carChassisNumber/DENM,238a88b5-a495-4fbf-a7e1-dd38e2e7c810,recv
hZBsuH0BX0lHpglpHjxE,2021-12-14 10:10:31.323000+00:00,oem-nodejs,carChassisNumber/DENM,dd605b68-e32d-4cad-bc69-a5d473aa93fe,recv
h5BsuH0BX0lHpglpHjxE,2021-12-14 10:10:31.482000+00:00,oem-nodejs,carChassisNumber/DENM,14e992ab-35d1-4a7c-89a1-0fe24fecaea6,recv
iZBsuH0BX0lHpglpHjxE,2021-12-14 10:10:31.722000+00:00,oem-nodejs,carChassisNumber/DENM,a47c1450-2393-41c4-894e-9f980e6b8ec9,recv
i5BsuH0BX0lHpglpHjxE,2021-12-14 10:10:31.882000+00:00,oem-nodejs,carChassisNumber/DENM,6fdb608c-cee4-42af-8612-9670d736e767,recv
jZBsuH0BX0lHpglpHjxE,2021-12-14 10:10:32.081000+00:00,oem-nodejs,carChassisNumber/DENM,99d93641-f58e-4bba-bf42-70c0a2fb3997,recv
R5BsuH0BX0lHpglpcEDc,2021-12-14 10:10:52.338000+00:00,oem-nodejs,carChassisNumber/DENM,cd500511-3fc7-4ed0-b29e-ca61a634ea83,recv
SZBsuH0BX0lHpglpcEDc,2021-12-14 10:10:52.497000+00:00,oem-nodejs,carChassisNumber/DENM,1ced220d-d536-4cdd-af45-43983b515b69,recv
S5BsuH0BX0lHpglpcEDc,2021-12-14 10:10:52.742000+00:00,oem-nodejs,carChassisNumber/DENM,5d36789a-7778-4a8b-af0c-51d84b86e9ed,recv
TZBsuH0BX0lHpglpcEDc,2021-12-14 10:10:52.933000+00:00,oem-nodejs,carChassisNumber/DENM,dd7331e6-8b73-466f-97cb-c4e77d1f0a72,recv
T5BsuH0BX0lHpglpcEDc,2021-12-14 10:10:53.134000+00:00,oem-nodejs,carChassisNumber/DENM,2d6b413b-b671-4a55-9775-77eac97f74b2,recv
iJBsuH0BX0lHpglpdEDJ,2021-12-14 10:10:53.344000+00:00,oem-nodejs,carChassisNumber/DENM,629ca9b3-8f0e-4d7d-bae2-cf3475160abc,recv
ipBsuH0BX0lHpglpdEDJ,2021-12-14 10:10:53.534000+00:00,oem-nodejs,carChassisNumber/DENM,142b7b19-3f2a-4215-a5a1-43d0eda94c85,recv
jJBsuH0BX0lHpglpdEDJ,2021-12-14 10:10:53.740000+00:00,oem-nodejs,carChassisNumber/DENM,e4c5643a-83e7-460d-ab58-c38eca3d514f,recv
jpBsuH0BX0lHpglpdEDJ,2021-12-14 10:10:53.933000+00:00,oem-nodejs,carChassisNumber/DENM,46c4e0b1-ca60-42d3-b6f1-76abb57ff8db,recv
kJBsuH0BX0lHpglpdEDJ,2021-12-14 10:10:54.177000+00:00,oem-nodejs,carChassisNumber/DENM,ab3a4de9-a574-4a95-aca7-3029a621827f,recv
kpBsuH0BX0lHpglpdEDJ,2021-12-14 10:10:54.400000+00:00,oem-nodejs,carChassisNumber/DENM,3a5ada78-72b0-4fd0-83a6-11891719023b,recv
lJBsuH0BX0lHpglpdEDJ,2021-12-14 10:10:54.621000+00:00,oem-nodejs,carChassisNumber/DENM,7dc168cc-c2cb-4b95-95db-0bd050e82e7e,recv
lpBsuH0BX0lHpglpdEDJ,2021-12-14 10:10:54.797000+00:00,oem-nodejs,carChassisNumber/DENM,b92a322f-8042-4f56-a9bb-e773f3df5481,recv
mJBsuH0BX0lHpglpdEDJ,2021-12-14 10:10:54.926000+00:00,oem-nodejs,carChassisNumber/DENM,2facc65d-3915-4d31-b59f-e73285df1a0c,recv
t5BsuH0BX0lHpglpeECx,2021-12-14 10:10:55.180000+00:00,oem-nodejs,carChassisNumber/DENM,66d70781-538b-4dcc-8abb-4516571fd3a3,recv
u5BsuH0BX0lHpglpfECf,2021-12-14 10:10:55.307000+00:00,oem-nodejs,carChassisNumber/DENM,43b1772e-c517-4d91-babe-a68c162d4785,recv
vZBsuH0BX0lHpglpfECf,2021-12-14 10:10:55.506000+00:00,oem-nodejs,carChassisNumber/DENM,26226c0e-fd77-4561-a909-865b0de24b78,recv
v5BsuH0BX0lHpglpfECf,2021-12-14 10:10:55.705000+00:00,oem-nodejs,carChassisNumber/DENM,2cfb0e64-e0ac-460e-9ea4-7bc070b016ef,recv
wZBsuH0BX0lHpglpfECf,2021-12-14 10:10:55.960000+00:00,oem-nodejs,carChassisNumber/DENM,5aff5dea-7e0f-41df-9bdd-e09fd8aeeedf,recv
w5BsuH0BX0lHpglpfECf,2021-12-14 10:10:56.089000+00:00,oem-nodejs,carChassisNumber/DENM,da100254-217f-4ecf-b207-8ca3f09e4619,recv
xZBsuH0BX0lHpglpfECf,2021-12-14 10:10:56.316000+00:00,oem-nodejs,carChassisNumber/DENM,df3d367a-ea27-4b2f-94b2-dd3053ee307e,recv
x5BsuH0BX0lHpglpfECf,2021-12-14 10:10:56.500000+00:00,oem-nodejs,carChassisNumber/DENM,3b574137-8452-416d-8c12-7aa44251063b,recv
yZBsuH0BX0lHpglpfECf,2021-12-14 10:10:56.696000+00:00,oem-nodejs,carChassisNumber/DENM,64180e66-e417-4345-8060-e62f9cd04215,recv
y5BsuH0BX0lHpglpfECf,2021-12-14 10:10:56.898000+00:00,oem-nodejs,carChassisNumber/DENM,ef181c79-75bb-4655-a66a-4fc010c33f51,recv
zZBsuH0BX0lHpglpfECf,2021-12-14 10:10:57.095000+00:00,oem-nodejs,carChassisNumber/DENM,69489112-99b6-444e-b100-e1e29e2f07ec,recv
z5BsuH0BX0lHpglpfECf,2021-12-14 10:10:57.300000+00:00,oem-nodejs,carChassisNumber/DENM,bd2991fa-cd41-44d4-a230-412c7d99ad6d,recv
f5BsuH0BX0lHpglpNT37,2021-12-14 10:10:37.202000+00:00,oem-nodejs,carChassisNumber/DENM,398c8427-78d4-4991-be53-7146fa762c18,recv
gZBsuH0BX0lHpglpNT37,2021-12-14 10:10:37.402000+00:00,oem-nodejs,carChassisNumber/DENM,f36b1948-664d-4e04-b33a-9e85ddfedefe,recv
g5BsuH0BX0lHpglpNT37,2021-12-14 10:10:37.602000+00:00,oem-nodejs,carChassisNumber/DENM,011ac77d-7c6a-4376-946b-854a4de8dddf,recv
hZBsuH0BX0lHpglpNT37,2021-12-14 10:10:37.801000+00:00,oem-nodejs,carChassisNumber/DENM,119f9c52-07b6-4ada-a875-c07f240b9c27,recv
h5BsuH0BX0lHpglpNT37,2021-12-14 10:10:38.002000+00:00,oem-nodejs,carChassisNumber/DENM,f0e50646-4cc5-450e-af30-bb3867df342f,recv
oJBsuH0BX0lHpglpOT3w,2021-12-14 10:10:38.203000+00:00,oem-nodejs,carChassisNumber/DENM,c0d45e26-ef0f-4a95-ba5a-db6cbc069a20,recv
opBsuH0BX0lHpglpOT3w,2021-12-14 10:10:38.442000+00:00,oem-nodejs,carChassisNumber/DENM,a9fcca86-6673-42d7-b252-888ddfb9d797,recv
pJBsuH0BX0lHpglpOT3w,2021-12-14 10:10:38.602000+00:00,oem-nodejs,carChassisNumber/DENM,93e8c5a5-8e8b-487c-9025-aff1d446bba9,recv
ppBsuH0BX0lHpglpOT3w,2021-12-14 10:10:38.814000+00:00,oem-nodejs,carChassisNumber/DENM,de0e0a97-c9b9-47e2-af40-bd596aeba2fb,recv
qJBsuH0BX0lHpglpOT3w,2021-12-14 10:10:39.082000+00:00,oem-nodejs,carChassisNumber/DENM,64b79aeb-111f-46a8-af4c-d4d85990d575,recv
yJBsuH0BX0lHpglpPT3h,2021-12-14 10:10:39.288000+00:00,oem-nodejs,carChassisNumber/DENM,2af4735c-a4ca-42f1-9aa7-5abb8b654f2c,recv
ypBsuH0BX0lHpglpPT3h,2021-12-14 10:10:39.430000+00:00,oem-nodejs,carChassisNumber/DENM,c3cff50e-f2c7-4f15-a7d0-ab5f67921f3e,recv
zJBsuH0BX0lHpglpPT3h,2021-12-14 10:10:39.697000+00:00,oem-nodejs,carChassisNumber/DENM,3e71c74c-45ab-4c2a-8cb0-0efbcddb5eb6,recv
zpBsuH0BX0lHpglpPT3h,2021-12-14 10:10:39.938000+00:00,oem-nodejs,carChassisNumber/DENM,972c2e21-4a19-45ce-84dd-def458832770,recv
0JBsuH0BX0lHpglpPT3h,2021-12-14 10:10:40.026000+00:00,oem-nodejs,carChassisNumber/DENM,74b6603b-b881-4939-a385-f37dd9013339,recv
45BsuH0BX0lHpglpQT3L,2021-12-14 10:10:40.382000+00:00,oem-nodejs,carChassisNumber/DENM,91bf0e66-0b96-4f83-a7bb-23cb518c69dd,recv
5ZBsuH0BX0lHpglpQT3L,2021-12-14 10:10:40.484000+00:00,oem-nodejs,carChassisNumber/DENM,b6711237-4bb6-4d7d-a2fd-6c9d56536eda,recv
55BsuH0BX0lHpglpQT3L,2021-12-14 10:10:40.609000+00:00,oem-nodejs,carChassisNumber/DENM,8aefe812-300b-4d67-b6fd-1807cc3d55e4,recv
6ZBsuH0BX0lHpglpQT3L,2021-12-14 10:10:40.801000+00:00,oem-nodejs,carChassisNumber/DENM,7817f45a-34b1-4179-92c5-1fc441de60df,recv
65BsuH0BX0lHpglpQT3L,2021-12-14 10:10:41.022000+00:00,oem-nodejs,carChassisNumber/DENM,e5242f0d-fea7-4fbc-80d4-a2bf70b90c71,recv
7ZBsuH0BX0lHpglpQT3L,2021-12-14 10:10:41.242000+00:00,oem-nodejs,carChassisNumber/DENM,a3112185-aa3d-4a18-a4f7-7e0b1abaa9a5,recv
LpBsuH0BX0lHpglpRT63,2021-12-14 10:10:41.403000+00:00,oem-nodejs,carChassisNumber/DENM,ac86ad5c-bd72-42eb-ae83-3d5e937f7865,recv
MJBsuH0BX0lHpglpRT63,2021-12-14 10:10:41.601000+00:00,oem-nodejs,carChassisNumber/DENM,79ad6dfd-8628-44bb-9c73-bcf4f576c27e,recv
MpBsuH0BX0lHpglpRT63,2021-12-14 10:10:41.810000+00:00,oem-nodejs,carChassisNumber/DENM,ddd15ec8-b293-41ca-b9e4-e4a2074669ee,recv
NJBsuH0BX0lHpglpRT63,2021-12-14 10:10:42.001000+00:00,oem-nodejs,carChassisNumber/DENM,d9f13103-0ab7-43d7-ad9d-826267b054c0,recv
NpBsuH0BX0lHpglpRT63,2021-12-14 10:10:42.248000+00:00,oem-nodejs,carChassisNumber/DENM,f5de377e-8d29-4b97-883f-f1da21d19920,recv
CpBruH0BX0lHpglp-zsG,2021-12-14 10:10:22.320000+00:00,oem-nodejs,carChassisNumber/DENM,6b5484a7-ee5a-44ee-81c8-dde916661bbd,recv
DJBruH0BX0lHpglp-zsG,2021-12-14 10:10:22.493000+00:00,oem-nodejs,carChassisNumber/DENM,afb853a5-93de-4cbc-b430-c97c85fb9bfd,recv
DpBruH0BX0lHpglp-zsG,2021-12-14 10:10:22.690000+00:00,oem-nodejs,carChassisNumber/DENM,29249453-4e97-4364-b3ee-6cfddd78a893,recv
EJBruH0BX0lHpglp-zsG,2021-12-14 10:10:22.890000+00:00,oem-nodejs,carChassisNumber/DENM,96f07572-b7e7-461f-ab21-bbfd9b379443,recv
EpBruH0BX0lHpglp-zsG,2021-12-14 10:10:23.085000+00:00,oem-nodejs,carChassisNumber/DENM,a3e7da0f-4d57-43d8-81c5-4064564908ca,recv
bZBruH0BX0lHpglp_jvx,2021-12-14 10:10:23.302000+00:00,oem-nodejs,carChassisNumber/DENM,d79c3792-6b7b-486b-828d-78fa4045d6c5,recv
b5BruH0BX0lHpglp_jvx,2021-12-14 10:10:23.494000+00:00,oem-nodejs,carChassisNumber/DENM,771d59f6-9df7-405e-b429-e5101e6c46dc,recv
cZBruH0BX0lHpglp_jvx,2021-12-14 10:10:23.680000+00:00,oem-nodejs,carChassisNumber/DENM,f34e9c95-303f-4527-916f-b3a9f4061fcc,recv
c5BruH0BX0lHpglp_jvx,2021-12-14 10:10:23.890000+00:00,oem-nodejs,carChassisNumber/DENM,388916b7-f1b3-4709-a737-964eb61a1bda,recv
dZBruH0BX0lHpglp_jvx,2021-12-14 10:10:24.086000+00:00,oem-nodejs,carChassisNumber/DENM,0c98bc29-512f-4303-b8cb-b83ecee33891,recv
lZBsuH0BX0lHpglpAjvb,2021-12-14 10:10:24.297000+00:00,oem-nodejs,carChassisNumber/DENM,f96dc13d-b415-483d-bd1d-ab29b4ddeb0c,recv
l5BsuH0BX0lHpglpAjvb,2021-12-14 10:10:24.627000+00:00,oem-nodejs,carChassisNumber/DENM,a34d7cc4-cb0f-4465-b703-b67a8f2d2ad6,recv
mZBsuH0BX0lHpglpAjvb,2021-12-14 10:10:24.695000+00:00,oem-nodejs,carChassisNumber/DENM,b6025631-6bdd-4629-ac58-0541bb5d7d79,recv
m5BsuH0BX0lHpglpAjvb,2021-12-14 10:10:24.900000+00:00,oem-nodejs,carChassisNumber/DENM,9c03ff49-16e6-48fd-a57d-c12d126b7b3a,recv
nZBsuH0BX0lHpglpAjvb,2021-12-14 10:10:25.097000+00:00,oem-nodejs,carChassisNumber/DENM,55ab2685-f9f9-4c40-b6ca-664972c8528b,recv
opBsuH0BX0lHpglpBjvE,2021-12-14 10:10:25.314000+00:00,oem-nodejs,carChassisNumber/DENM,a09cfed8-f5a6-4f51-83f0-603cea7bc250,recv
pJBsuH0BX0lHpglpBjvE,2021-12-14 10:10:25.481000+00:00,oem-nodejs,carChassisNumber/DENM,5b1a184b-3775-4216-a7dd-77bef167ea0f,recv
ppBsuH0BX0lHpglpBjvE,2021-12-14 10:10:25.714000+00:00,oem-nodejs,carChassisNumber/DENM,a801f403-d812-4183-b238-d6177c135020,recv
qJBsuH0BX0lHpglpBjvE,2021-12-14 10:10:25.973000+00:00,oem-nodejs,carChassisNumber/DENM,c13032a6-1bec-49c9-8ed4-649945212875,recv
qpBsuH0BX0lHpglpBjvE,2021-12-14 10:10:26.101000+00:00,oem-nodejs,carChassisNumber/DENM,c75bc8b6-66b0-4bf0-8665-d452de0251f8,recv
rpBsuH0BX0lHpglpCjuv,2021-12-14 10:10:26.326000+00:00,oem-nodejs,carChassisNumber/DENM,a7f496d9-0f90-4622-b38d-a967149fa344,recv
sJBsuH0BX0lHpglpCjuv,2021-12-14 10:10:26.526000+00:00,oem-nodejs,carChassisNumber/DENM,a4b72e91-5d7c-4b36-8816-376a380049d3,recv
spBsuH0BX0lHpglpCjuv,2021-12-14 10:10:26.694000+00:00,oem-nodejs,carChassisNumber/DENM,2bb98067-bbfc-4d95-80b6-d09db476161f,recv
tJBsuH0BX0lHpglpCjuv,2021-12-14 10:10:26.927000+00:00,oem-nodejs,carChassisNumber/DENM,1f94be33-f08f-4971-8820-9396cfe0d7e3,recv
tpBsuH0BX0lHpglpCjuv,2021-12-14 10:10:27.094000+00:00,oem-nodejs,carChassisNumber/DENM,f77811ea-d092-483e-8325-410be9807334,recv
KI5JuH0BX0lHpglpcavw,2021-12-14 09:32:38.964000+00:00,oem-nodejs,carChassisNumber/DENM,9e68e780-9345-4247-9462-1e186118ce75,recv
Ko5JuH0BX0lHpglpcavw,2021-12-14 09:32:39.186000+00:00,oem-nodejs,carChassisNumber/DENM,e8cae22e-9b8c-49f6-9067-c65bcaba2795,recv
LI5JuH0BX0lHpglpcavw,2021-12-14 09:32:39.370000+00:00,oem-nodejs,carChassisNumber/DENM,77b15da7-875f-4fe2-8f50-f03547f1bfb7,recv
Lo5JuH0BX0lHpglpcavw,2021-12-14 09:32:39.605000+00:00,oem-nodejs,carChassisNumber/DENM,41fa73c0-b461-4acf-8fff-166371435015,recv
MI5JuH0BX0lHpglpcavw,2021-12-14 09:32:39.769000+00:00,oem-nodejs,carChassisNumber/DENM,abe88237-23d1-4195-a4d4-ec18a8fd2529,recv
YY5JuH0BX0lHpglpdava,2021-12-14 09:32:39.865000+00:00,oem-nodejs,carChassisNumber/DENM,91e34c90-79b5-454b-a659-505ccb9db7cf,recv
Y45JuH0BX0lHpglpdava,2021-12-14 09:32:39.974000+00:00,oem-nodejs,carChassisNumber/DENM,66aff994-30da-4ee1-bac3-7320d16c2cad,recv
ZY5JuH0BX0lHpglpdava,2021-12-14 09:32:40.074000+00:00,oem-nodejs,carChassisNumber/DENM,dd9b97d4-2ad8-4d85-a6f2-3cd1a820a3e9,recv
Z45JuH0BX0lHpglpdava,2021-12-14 09:32:40.166000+00:00,oem-nodejs,carChassisNumber/DENM,a2413065-4f09-4db2-bbe6-b76c0991bb52,recv
aY5JuH0BX0lHpglpdava,2021-12-14 09:32:40.302000+00:00,oem-nodejs,carChassisNumber/DENM,59b1e0b3-f6cb-43d6-b9ab-fec2b67e2721,recv
a45JuH0BX0lHpglpdava,2021-12-14 09:32:40.377000+00:00,oem-nodejs,carChassisNumber/DENM,bd424ae4-7dfa-42c4-8640-a0ce69c0152a,recv
bY5JuH0BX0lHpglpdava,2021-12-14 09:32:40.461000+00:00,oem-nodejs,carChassisNumber/DENM,ef18dadc-c252-4a60-9e8d-ef22f861015f,recv
b45JuH0BX0lHpglpdava,2021-12-14 09:32:40.570000+00:00,oem-nodejs,carChassisNumber/DENM,9d1a5931-2d20-402c-b2fb-ecb3153dd771,recv
cY5JuH0BX0lHpglpdava,2021-12-14 09:32:40.787000+00:00,oem-nodejs,carChassisNumber/DENM,83b1c1f6-9e71-4fb1-ac23-6561309bec06,recv
tY5JuH0BX0lHpglpeavF,2021-12-14 09:32:40.988000+00:00,oem-nodejs,carChassisNumber/DENM,5aa75e99-2b8e-44be-b996-107a229c36cb,recv
t45JuH0BX0lHpglpeavF,2021-12-14 09:32:41.207000+00:00,oem-nodejs,carChassisNumber/DENM,2a3756b1-9df4-4820-b003-6d18986cc99b,recv
uY5JuH0BX0lHpglpeavF,2021-12-14 09:32:41.379000+00:00,oem-nodejs,carChassisNumber/DENM,fde23cc7-9220-40e2-9880-d7bf754a2abf,recv
u45JuH0BX0lHpglpeavF,2021-12-14 09:32:41.581000+00:00,oem-nodejs,carChassisNumber/DENM,deb2790d-50ca-4509-9243-f81850cc4168,recv
vY5JuH0BX0lHpglpeavF,2021-12-14 09:32:41.781000+00:00,oem-nodejs,carChassisNumber/DENM,2a7c94ae-c348-4956-b9bb-bec58311d543,recv
445JuH0BX0lHpglpfaux,2021-12-14 09:32:41.964000+00:00,oem-nodejs,carChassisNumber/DENM,1a6456f5-7999-4b0a-a998-37d9fd48fab2,recv
5Y5JuH0BX0lHpglpfaux,2021-12-14 09:32:42.068000+00:00,oem-nodejs,carChassisNumber/DENM,a7d72a43-e995-494c-83e8-88e26d7ea5ba,recv
545JuH0BX0lHpglpfaux,2021-12-14 09:32:42.289000+00:00,oem-nodejs,carChassisNumber/DENM,1b661dff-8588-4f8b-9301-afc146a972fa,recv
6Y5JuH0BX0lHpglpfaux,2021-12-14 09:32:42.481000+00:00,oem-nodejs,carChassisNumber/DENM,bcd3ee25-7a29-4046-931c-2f5c27afabd6,recv
645JuH0BX0lHpglpfaux,2021-12-14 09:32:42.676000+00:00,oem-nodejs,carChassisNumber/DENM,3cf1178c-f5e4-4e23-929b-b8fc6d2cbc48,recv
TY5JuH0BX0lHpglpgayc,2021-12-14 09:32:42.861000+00:00,oem-nodejs,carChassisNumber/DENM,e20b07c5-64b6-4d1e-9855-a39312d7619a,recv
T45JuH0BX0lHpglpgayc,2021-12-14 09:32:42.966000+00:00,oem-nodejs,carChassisNumber/DENM,1605b5aa-252f-4d7a-b8b7-e1f5da374b89,recv
UY5JuH0BX0lHpglpgayc,2021-12-14 09:32:43.191000+00:00,oem-nodejs,carChassisNumber/DENM,47bf58b7-41a2-45d7-84c9-a4743cb451a7,recv
U45JuH0BX0lHpglpgayc,2021-12-14 09:32:43.399000+00:00,oem-nodejs,carChassisNumber/DENM,0138ed06-b0c6-48a0-90fe-17acf8ae3355,recv
VY5JuH0BX0lHpglpgayc,2021-12-14 09:32:43.588000+00:00,oem-nodejs,carChassisNumber/DENM,4e76d395-57c3-40ab-bb08-974e10afc402,recv
V45JuH0BX0lHpglpgayc,2021-12-14 09:32:43.769000+00:00,oem-nodejs,carChassisNumber/DENM,afe12e6a-b441-4e24-a5cf-62ed87aeec32,recv
TY5JuH0BX0lHpglpD6f4,2021-12-14 09:32:13.840000+00:00,oem-nodejs,carChassisNumber/DENM,ac59706f-57fb-408a-bdff-2ea5b196954c,recv
T45JuH0BX0lHpglpD6f4,2021-12-14 09:32:14+00:00,oem-nodejs,carChassisNumber/DENM,05858df2-2d57-4e8c-bdfc-47b4f1cc7d69,recv
UY5JuH0BX0lHpglpD6f4,2021-12-14 09:32:14.240000+00:00,oem-nodejs,carChassisNumber/DENM,8c37894e-b56c-4d3e-b508-e264913b89eb,recv
U45JuH0BX0lHpglpD6f4,2021-12-14 09:32:14.416000+00:00,oem-nodejs,carChassisNumber/DENM,6fecd338-2061-455d-b044-a5d1bddd85b8,recv
VY5JuH0BX0lHpglpD6f4,2021-12-14 09:32:14.652000+00:00,oem-nodejs,carChassisNumber/DENM,d2e36dbd-1e53-4243-b49f-a164cfea6fd4,recv
dY5JuH0BX0lHpglpE6fh,2021-12-14 09:32:14.811000+00:00,oem-nodejs,carChassisNumber/DENM,5b0ecfbc-5aca-4db7-b5c6-4e4cf8b992c0,recv
d45JuH0BX0lHpglpE6fh,2021-12-14 09:32:15.040000+00:00,oem-nodejs,carChassisNumber/DENM,77be71e1-b547-4f7c-9fbb-016311e9eb68,recv
eY5JuH0BX0lHpglpE6fh,2021-12-14 09:32:15.280000+00:00,oem-nodejs,carChassisNumber/DENM,a19cd41d-3d9e-4300-9e99-200e466392d3,recv
e45JuH0BX0lHpglpE6fh,2021-12-14 09:32:15.446000+00:00,oem-nodejs,carChassisNumber/DENM,2e5939ad-5d4e-4e13-b178-1bfb6ce71bbe,recv
fY5JuH0BX0lHpglpE6fh,2021-12-14 09:32:15.607000+00:00,oem-nodejs,carChassisNumber/DENM,366373a2-28fd-45b3-93d3-2ec43d6472c9,recv
go5JuH0BX0lHpglpF6fK,2021-12-14 09:32:15.839000+00:00,oem-nodejs,carChassisNumber/DENM,ab5a7c74-f6eb-4205-adec-f03f1e2d04c4,recv
hI5JuH0BX0lHpglpF6fK,2021-12-14 09:32:16.002000+00:00,oem-nodejs,carChassisNumber/DENM,186fe432-7efc-4352-a456-92c92971f1f8,recv
ho5JuH0BX0lHpglpF6fK,2021-12-14 09:32:16.248000+00:00,oem-nodejs,carChassisNumber/DENM,4571fbac-6b4a-407d-8c8c-8d1267d74d40,recv
iI5JuH0BX0lHpglpF6fK,2021-12-14 09:32:16.402000+00:00,oem-nodejs,carChassisNumber/DENM,fe9de6fd-36d7-47af-8ba5-e44847be65fe,recv
