,@timestamp,kubernetes.container.name,mqtt_topic,uuid,ix_direction
hpF5uH0BX0lHpglpSQsP,2021-12-14 10:24:54.291000+00:00,oem-nodejs,carChassisNumber/DENM,eda1e21a-7f4e-4c84-b480-a0d64f160bf2,recv
iJF5uH0BX0lHpglpSQsP,2021-12-14 10:24:54.487000+00:00,oem-nodejs,carChassisNumber/DENM,4b997a7c-a9e5-4a1c-ad6e-5549f78ab2ee,recv
ipF5uH0BX0lHpglpSQsP,2021-12-14 10:24:54.723000+00:00,oem-nodejs,carChassisNumber/DENM,547be9c2-e1cb-459b-b709-b2ca58a89b35,recv
jJF5uH0BX0lHpglpSQsP,2021-12-14 10:24:54.871000+00:00,oem-nodejs,carChassisNumber/DENM,55c77aee-9435-4c38-9e92-79c834eaa36f,recv
kpF5uH0BX0lHpglpTAv7,2021-12-14 10:24:55.106000+00:00,oem-nodejs,carChassisNumber/DENM,8c2c7860-4150-49e9-8188-992f2ec4165d,recv
lJF5uH0BX0lHpglpTAv7,2021-12-14 10:24:55.295000+00:00,oem-nodejs,carChassisNumber/DENM,e10d84f6-4170-47cb-b30a-27f9197803e0,recv
lpF5uH0BX0lHpglpTAv7,2021-12-14 10:24:55.556000+00:00,oem-nodejs,carChassisNumber/DENM,c5abe0f6-bf33-4d6d-ae01-c1f396d3d513,recv
mJF5uH0BX0lHpglpTAv7,2021-12-14 10:24:55.676000+00:00,oem-nodejs,carChassisNumber/DENM,b638f273-abab-4982-97fd-aebc87bccf3a,recv
mpF5uH0BX0lHpglpTAv7,2021-12-14 10:24:55.891000+00:00,oem-nodejs,carChassisNumber/DENM,d1158055-523e-4e1f-a9f5-48933b1932bd,recv
nZF5uH0BX0lHpglpUAvk,2021-12-14 10:24:56.091000+00:00,oem-nodejs,carChassisNumber/DENM,517db5b4-2ca9-4ef1-96e7-4d37319ff5e7,recv
n5F5uH0BX0lHpglpUAvk,2021-12-14 10:24:56.303000+00:00,oem-nodejs,carChassisNumber/DENM,6f65b5eb-e456-440b-a8e2-2361f8adea3f,recv
oZF5uH0BX0lHpglpUAvk,2021-12-14 10:24:56.496000+00:00,oem-nodejs,carChassisNumber/DENM,63422287-c1eb-421b-a122-525d8d09ae25,recv
o5F5uH0BX0lHpglpUAvk,2021-12-14 10:24:56.690000+00:00,oem-nodejs,carChassisNumber/DENM,70a51674-d40d-46d6-a5d4-feffb57474ff,recv
pZF5uH0BX0lHpglpUAvk,2021-12-14 10:24:56.900000+00:00,oem-nodejs,carChassisNumber/DENM,3ef6bce5-423f-403a-8608-8187e620b985,recv
wpF5uH0BX0lHpglpVAvP,2021-12-14 10:24:57.106000+00:00,oem-nodejs,carChassisNumber/DENM,0509e9e4-9eeb-450d-a6af-9da43caabbbc,recv
xJF5uH0BX0lHpglpVAvP,2021-12-14 10:24:57.303000+00:00,oem-nodejs,carChassisNumber/DENM,50bdca29-aa97-4fd7-88bf-6414b0d30fba,recv
xpF5uH0BX0lHpglpVAvP,2021-12-14 10:24:57.496000+00:00,oem-nodejs,carChassisNumber/DENM,46fdbf9d-e4ed-4edf-8def-3ea005e12a12,recv
yJF5uH0BX0lHpglpVAvP,2021-12-14 10:24:57.692000+00:00,oem-nodejs,carChassisNumber/DENM,e52ed01a-154c-49bf-868e-5b55d6dde001,recv
ypF5uH0BX0lHpglpVAvQ,2021-12-14 10:24:57.906000+00:00,oem-nodejs,carChassisNumber/DENM,08495e08-c7fd-4fc4-a457-0779e2486a18,recv
T5F5uH0BX0lHpglpzhFy,2021-12-14 10:25:28.311000+00:00,oem-nodejs,carChassisNumber/DENM,4f436eb8-f132-4cff-86de-ca4cddf2b7bb,recv
UZF5uH0BX0lHpglpzhFy,2021-12-14 10:25:28.501000+00:00,oem-nodejs,carChassisNumber/DENM,2c1ff473-115a-4a40-918f-9f055ad305aa,recv
U5F5uH0BX0lHpglpzhFy,2021-12-14 10:25:28.632000+00:00,oem-nodejs,carChassisNumber/DENM,4662363b-738f-48fa-93aa-20a1fd0d2031,recv
VZF5uH0BX0lHpglpzhFy,2021-12-14 10:25:28.799000+00:00,oem-nodejs,carChassisNumber/DENM,9250d3fc-d1bb-4b27-a9c3-8ceb285ced4b,recv
V5F5uH0BX0lHpglpzhFy,2021-12-14 10:25:28.994000+00:00,oem-nodejs,carChassisNumber/DENM,81ba0d5f-8881-46f5-a3f8-a1a9c2fb09ca,recv
WZF5uH0BX0lHpglpzhFy,2021-12-14 10:25:29.198000+00:00,oem-nodejs,carChassisNumber/DENM,fe0118e9-984e-49db-8338-e1834875a619,recv
epF5uH0BX0lHpglp0hFe,2021-12-14 10:25:29.390000+00:00,oem-nodejs,carChassisNumber/DENM,1cbe6ade-1bd1-4c66-990c-057be67f5bdc,recv
fJF5uH0BX0lHpglp0hFe,2021-12-14 10:25:29.594000+00:00,oem-nodejs,carChassisNumber/DENM,b0c8ca87-126b-4b36-80b6-182c4d0bb7f6,recv
fpF5uH0BX0lHpglp0hFe,2021-12-14 10:25:29.795000+00:00,oem-nodejs,carChassisNumber/DENM,428471b2-0b2a-4bf6-87a5-cc7f174df691,recv
gJF5uH0BX0lHpglp0hFe,2021-12-14 10:25:29.976000+00:00,oem-nodejs,carChassisNumber/DENM,e9ef67c9-7905-49fc-8cab-ba7e1030f744,recv
gpF5uH0BX0lHpglp0hFe,2021-12-14 10:25:30.217000+00:00,oem-nodejs,carChassisNumber/DENM,d068edde-3c25-4c7a-a416-dec51c06aadc,recv
lpF5uH0BX0lHpglp1hFI,2021-12-14 10:25:30.334000+00:00,oem-nodejs,carChassisNumber/DENM,904d4d40-e94c-4539-8d44-8c202ab81dbb,recv
mJF5uH0BX0lHpglp1hFI,2021-12-14 10:25:30.488000+00:00,oem-nodejs,carChassisNumber/DENM,6656f777-3e8b-4c47-a54d-1f3fd4470916,recv
mpF5uH0BX0lHpglp1hFI,2021-12-14 10:25:30.681000+00:00,oem-nodejs,carChassisNumber/DENM,bc1e2003-28a6-4349-bd06-12cc2a678bac,recv
nJF5uH0BX0lHpglp1hFI,2021-12-14 10:25:30.864000+00:00,oem-nodejs,carChassisNumber/DENM,8daacc1e-2a07-4a8a-9298-ccb7d70534b6,recv
npF5uH0BX0lHpglp1hFI,2021-12-14 10:25:30.976000+00:00,oem-nodejs,carChassisNumber/DENM,e0b46896-5400-467c-b4c5-1c33f51aa4f1,recv
oJF5uH0BX0lHpglp1hFI,2021-12-14 10:25:31.189000+00:00,oem-nodejs,carChassisNumber/DENM,2e9c2719-5cd1-4e2a-81cf-79a2ee706b96,recv
45F5uH0BX0lHpglp2hEz,2021-12-14 10:25:31.369000+00:00,oem-nodejs,carChassisNumber/DENM,78575b0d-1e5d-4fec-8a7a-12ace081535c,recv
5ZF5uH0BX0lHpglp2hEz,2021-12-14 10:25:31.579000+00:00,oem-nodejs,carChassisNumber/DENM,3fe0c8ad-7ba5-4778-9e6b-d8ad4af93167,recv
55F5uH0BX0lHpglp2hEz,2021-12-14 10:25:31.774000+00:00,oem-nodejs,carChassisNumber/DENM,f6b9ac86-0266-483d-8cd9-017c1388486c,recv
6ZF5uH0BX0lHpglp2hEz,2021-12-14 10:25:31.979000+00:00,oem-nodejs,carChassisNumber/DENM,52bdeaef-bf3a-4da8-8c80-ce2e9c59020e,recv
65F5uH0BX0lHpglp2hEz,2021-12-14 10:25:32.204000+00:00,oem-nodejs,carChassisNumber/DENM,b4171f76-d6e2-4ab8-b35c-5c6d2b80da7c,recv
EpF5uH0BX0lHpglp3hIc,2021-12-14 10:25:32.391000+00:00,oem-nodejs,carChassisNumber/DENM,c46a2d37-7bb9-4dc6-9e66-a402dcb19d00,recv
FJF5uH0BX0lHpglp3hIc,2021-12-14 10:25:32.588000+00:00,oem-nodejs,carChassisNumber/DENM,249a891c-5677-4b17-80f0-ef5dcb31189d,recv
FpF5uH0BX0lHpglp3hIc,2021-12-14 10:25:32.789000+00:00,oem-nodejs,carChassisNumber/DENM,86b53942-3a29-41f4-9fed-61d453777974,recv
GJF5uH0BX0lHpglp3hIc,2021-12-14 10:25:32.989000+00:00,oem-nodejs,carChassisNumber/DENM,38eb280f-5ad7-401d-a897-a4e0eee7bcd2,recv
GpF5uH0BX0lHpglp3hIc,2021-12-14 10:25:33.212000+00:00,oem-nodejs,carChassisNumber/DENM,26cd47f8-ca3c-4a3f-86da-76970dfc73aa,recv
HJF5uH0BX0lHpglp3hIc,2021-12-14 10:25:33.419000+00:00,oem-nodejs,carChassisNumber/DENM,f58bb943-d839-4392-bb9e-e599d646bcff,recv
1ZF-uH0BX0lHpglpBEBK,2021-12-14 10:29:57.146000+00:00,oem-nodejs,carChassisNumber/DENM,2bbab32d-8dad-472c-9db1-0555ac9d4685,recv
15F-uH0BX0lHpglpBEBK,2021-12-14 10:29:57.346000+00:00,oem-nodejs,carChassisNumber/DENM,089a65a5-4ff3-4db3-9495-889dc84fcc34,recv
2ZF-uH0BX0lHpglpBEBK,2021-12-14 10:29:57.546000+00:00,oem-nodejs,carChassisNumber/DENM,24e82dbe-82ec-4f12-8739-b6a3b078a9b8,recv
25F-uH0BX0lHpglpBEBK,2021-12-14 10:29:57.667000+00:00,oem-nodejs,carChassisNumber/DENM,8fb4183d-27c4-45a9-a2a9-41a9156b7a33,recv
3ZF-uH0BX0lHpglpBEBK,2021-12-14 10:29:57.827000+00:00,oem-nodejs,carChassisNumber/DENM,54d85ac1-9ce5-47c8-93e2-b4d6c84bede6,recv
35F-uH0BX0lHpglpBEBK,2021-12-14 10:29:58.029000+00:00,oem-nodejs,carChassisNumber/DENM,0881941b-99ec-497b-9767-ffd09a6235a3,recv
4ZF-uH0BX0lHpglpBEBK,2021-12-14 10:29:58.267000+00:00,oem-nodejs,carChassisNumber/DENM,9d8cd3dc-4510-4994-a08b-30411d1a7353,recv
45F-uH0BX0lHpglpBEBK,2021-12-14 10:29:58.427000+00:00,oem-nodejs,carChassisNumber/DENM,6a74a70c-e474-49b9-bb20-b19f8986e25e,recv
5ZF-uH0BX0lHpglpBEBL,2021-12-14 10:29:58.667000+00:00,oem-nodejs,carChassisNumber/DENM,9f848c4a-bb52-48e8-9665-edb0f9d4db8e,recv
55F-uH0BX0lHpglpBEBL,2021-12-14 10:29:58.827000+00:00,oem-nodejs,carChassisNumber/DENM,da20d74b-063a-4f8a-b71c-574de2222e47,recv
6ZF-uH0BX0lHpglpBEBL,2021-12-14 10:29:59.028000+00:00,oem-nodejs,carChassisNumber/DENM,359ac608-4eac-4a13-8c19-cc674fcd01fa,recv
65F-uH0BX0lHpglpBEBL,2021-12-14 10:29:59.228000+00:00,oem-nodejs,carChassisNumber/DENM,9e20b52f-3173-4948-8aec-07e65bcf227f,recv
7ZF-uH0BX0lHpglpBEBL,2021-12-14 10:29:59.348000+00:00,oem-nodejs,carChassisNumber/DENM,12a4b5ed-0316-4038-93d9-7f6f7f14bf0d,recv
75F-uH0BX0lHpglpBEBL,2021-12-14 10:29:59.548000+00:00,oem-nodejs,carChassisNumber/DENM,3a963af6-1b29-411b-8655-43f6fa8c466e,recv
8ZF-uH0BX0lHpglpBEBL,2021-12-14 10:29:59.748000+00:00,oem-nodejs,carChassisNumber/DENM,849d5a57-35a5-4e94-a35b-acab0a09bb29,recv
85F-uH0BX0lHpglpBEBL,2021-12-14 10:29:59.947000+00:00,oem-nodejs,carChassisNumber/DENM,43bee8db-3ccb-49cc-8d29-07b9b6cd27dd,recv
9ZF-uH0BX0lHpglpBEBL,2021-12-14 10:30:00.107000+00:00,oem-nodejs,carChassisNumber/DENM,d490457e-6e3c-4cf9-8838-c6e820498b74,recv
95F-uH0BX0lHpglpBEBL,2021-12-14 10:30:00.387000+00:00,oem-nodejs,carChassisNumber/DENM,07c1aa31-4729-49c4-b3a9-246d5c189847,recv
-ZF-uH0BX0lHpglpBEBL,2021-12-14 10:30:00.513000+00:00,oem-nodejs,carChassisNumber/DENM,14bec9ba-f821-47fd-a303-ab15c02abf72,recv
-5F-uH0BX0lHpglpBEBL,2021-12-14 10:30:00.707000+00:00,oem-nodejs,carChassisNumber/DENM,1360a95a-5cf9-486d-a3ca-ac4cf18b8c5b,recv
_ZF-uH0BX0lHpglpBEBL,2021-12-14 10:30:00.923000+00:00,oem-nodejs,carChassisNumber/DENM,8c5be9c0-d04f-4d42-9c0d-003154bd9f9c,recv
_5F-uH0BX0lHpglpBEBL,2021-12-14 10:30:01.187000+00:00,oem-nodejs,carChassisNumber/DENM,a8177ba1-58ef-4363-a414-dcdec286cf61,recv
AZF-uH0BX0lHpglpBEFL,2021-12-14 10:30:01.347000+00:00,oem-nodejs,carChassisNumber/DENM,20abf110-c0fa-4e84-b7f9-ce5b23fe9ff8,recv
A5F-uH0BX0lHpglpBEFL,2021-12-14 10:30:01.546000+00:00,oem-nodejs,carChassisNumber/DENM,75ce1f14-111b-4c08-827e-55043d460739,recv
BZF-uH0BX0lHpglpBEFL,2021-12-14 10:30:01.746000+00:00,oem-nodejs,carChassisNumber/DENM,81631672-0eec-4430-bfe8-a4bebab0f0d1,recv
B5F-uH0BX0lHpglpBEFt,2021-12-14 10:30:01.908000+00:00,oem-nodejs,carChassisNumber/DENM,83c434a1-459a-4231-8c63-062811ee26c5,recv
CZF-uH0BX0lHpglpBEFt,2021-12-14 10:30:02.155000+00:00,oem-nodejs,carChassisNumber/DENM,413a1ee5-e068-4f64-b9ce-ebe83c22ae8a,recv
C5F-uH0BX0lHpglpBEFt,2021-12-14 10:30:02.358000+00:00,oem-nodejs,carChassisNumber/DENM,0289998e-37d1-46af-909e-2fc62c3edc00,recv
DZF-uH0BX0lHpglpBEFt,2021-12-14 10:30:02.507000+00:00,oem-nodejs,carChassisNumber/DENM,f0ddf977-3f65-488d-b438-f90144d5cb6a,recv
D5F-uH0BX0lHpglpBEFt,2021-12-14 10:30:02.707000+00:00,oem-nodejs,carChassisNumber/DENM,d600af62-e377-46b5-8574-ba43274801d4,recv
EZF-uH0BX0lHpglpBEFt,2021-12-14 10:30:02.906000+00:00,oem-nodejs,carChassisNumber/DENM,38100065-c6ee-4086-bc13-2d595cbb2012,recv
E5F-uH0BX0lHpglpBEFt,2021-12-14 10:30:03.147000+00:00,oem-nodejs,carChassisNumber/DENM,19e1579d-c6f6-4f04-ba08-2537ae42ee77,recv
FZF-uH0BX0lHpglpBEFt,2021-12-14 10:30:03.356000+00:00,oem-nodejs,carChassisNumber/DENM,d174a6ac-384b-44fb-8c7a-41ed83334293,recv
F5F-uH0BX0lHpglpBEFt,2021-12-14 10:30:03.549000+00:00,oem-nodejs,carChassisNumber/DENM,153078a7-2a11-4351-a98b-8412bdc09107,recv
GZF-uH0BX0lHpglpBEFt,2021-12-14 10:30:03.707000+00:00,oem-nodejs,carChassisNumber/DENM,6d79bfc3-5727-4212-bc59-125ecb098b22,recv
G5F-uH0BX0lHpglpBEFt,2021-12-14 10:30:03.960000+00:00,oem-nodejs,carChassisNumber/DENM,a16cfc2e-1baa-4321-bcaf-5a1a94e11288,recv
HZF-uH0BX0lHpglpBEFt,2021-12-14 10:30:04.145000+00:00,oem-nodejs,carChassisNumber/DENM,d00e0a12-d7f0-48ea-9f56-6553869f4092,recv
H5F-uH0BX0lHpglpBEFt,2021-12-14 10:30:04.349000+00:00,oem-nodejs,carChassisNumber/DENM,37e27f5e-5f33-41d2-8dee-4727634440cd,recv
IZF-uH0BX0lHpglpBEFt,2021-12-14 10:30:04.580000+00:00,oem-nodejs,carChassisNumber/DENM,371f6f80-e183-47f5-82cf-5f1b6ffe1005,recv
I5F-uH0BX0lHpglpBEFt,2021-12-14 10:30:04.794000+00:00,oem-nodejs,carChassisNumber/DENM,b11cdf2d-38a5-4bee-9791-13d99411d507,recv
JZF-uH0BX0lHpglpBEFt,2021-12-14 10:30:05.018000+00:00,oem-nodejs,carChassisNumber/DENM,b805eb17-4811-4ac2-a6f7-771451c44e7b,recv
J5F-uH0BX0lHpglpBEFt,2021-12-14 10:30:05.146000+00:00,oem-nodejs,carChassisNumber/DENM,44d8a416-ca09-4f70-872f-4a215877715b,recv
LJF-uH0BX0lHpglpCEFA,2021-12-14 10:30:05.350000+00:00,oem-nodejs,carChassisNumber/DENM,f2bd066e-e219-49e2-8300-f4a37dc2ac15,recv
LpF-uH0BX0lHpglpCEFA,2021-12-14 10:30:05.553000+00:00,oem-nodejs,carChassisNumber/DENM,a2a413bf-c43f-457b-86d7-6e195ab28021,recv
MJF-uH0BX0lHpglpCEFA,2021-12-14 10:30:05.746000+00:00,oem-nodejs,carChassisNumber/DENM,dc513cb2-c45b-4198-b76a-f7348ec01c34,recv
MpF-uH0BX0lHpglpCEFA,2021-12-14 10:30:05.947000+00:00,oem-nodejs,carChassisNumber/DENM,a688478e-dd85-4bc0-8f33-769d658038c6,recv
NJF-uH0BX0lHpglpCEFA,2021-12-14 10:30:06.146000+00:00,oem-nodejs,carChassisNumber/DENM,5ba947e0-9d06-4e5e-98f0-12375e61d449,recv
8pF9uH0BX0lHpglpqjw5,2021-12-14 10:29:41.276000+00:00,oem-nodejs,carChassisNumber/DENM,474b1c16-200b-4faf-9941-ff99e3d1b804,recv
9JF9uH0BX0lHpglpqjw5,2021-12-14 10:29:41.434000+00:00,oem-nodejs,carChassisNumber/DENM,dda6c325-57e2-4190-aa9d-ec8c9a3cedb2,recv
9pF9uH0BX0lHpglpqjw5,2021-12-14 10:29:41.593000+00:00,oem-nodejs,carChassisNumber/DENM,739c1411-bd8d-4e2d-ad48-558407785ed1,recv
-JF9uH0BX0lHpglpqjw5,2021-12-14 10:29:41.836000+00:00,oem-nodejs,carChassisNumber/DENM,2ad95a35-600f-4072-bf14-ed464dff089c,recv
-pF9uH0BX0lHpglpqjw5,2021-12-14 10:29:41.994000+00:00,oem-nodejs,carChassisNumber/DENM,9d67c13d-0703-4936-807a-beed5265c699,recv
IZF9uH0BX0lHpglprj0i,2021-12-14 10:29:42.257000+00:00,oem-nodejs,carChassisNumber/DENM,58efec15-465f-4b5f-9a9d-fa2f0f2aecb2,recv
I5F9uH0BX0lHpglprj0i,2021-12-14 10:29:42.394000+00:00,oem-nodejs,carChassisNumber/DENM,ce21345f-df41-4d12-8112-7722d6fba308,recv
JZF9uH0BX0lHpglprj0i,2021-12-14 10:29:42.555000+00:00,oem-nodejs,carChassisNumber/DENM,71bd48da-6e73-417b-95dd-ffd85ac054e2,recv
J5F9uH0BX0lHpglprj0i,2021-12-14 10:29:42.715000+00:00,oem-nodejs,carChassisNumber/DENM,b4217d73-02e2-44f1-a7e9-e9d23eb0dfdb,recv
KZF9uH0BX0lHpglprj0i,2021-12-14 10:29:42.954000+00:00,oem-nodejs,carChassisNumber/DENM,c653a363-337b-436e-b78e-b7b63fcce74c,recv
hJF9uH0BX0lHpglpsj0N,2021-12-14 10:29:43.194000+00:00,oem-nodejs,carChassisNumber/DENM,b0403a59-c419-45e2-91da-50c607d7f53d,recv
hpF9uH0BX0lHpglpsj0N,2021-12-14 10:29:43.434000+00:00,oem-nodejs,carChassisNumber/DENM,cc187cb1-cbee-496c-ae19-5cf3f21bfb8b,recv
iJF9uH0BX0lHpglpsj0N,2021-12-14 10:29:43.546000+00:00,oem-nodejs,carChassisNumber/DENM,777ad759-732c-4fa6-8f95-e8e37bd8d222,recv
ipF9uH0BX0lHpglpsj0N,2021-12-14 10:29:43.754000+00:00,oem-nodejs,carChassisNumber/DENM,b4a0dd8a-b379-4255-aa76-0893d32e438b,recv
jJF9uH0BX0lHpglpsj0N,2021-12-14 10:29:43.915000+00:00,oem-nodejs,carChassisNumber/DENM,3f2b9eb5-b521-496d-b30b-1ecf166d5a55,recv
jpF9uH0BX0lHpglpsj0N,2021-12-14 10:29:44.075000+00:00,oem-nodejs,carChassisNumber/DENM,d8a2dd44-f9df-421c-8bb1-7cf382b0da2f,recv
rpF9uH0BX0lHpglptT33,2021-12-14 10:29:44.234000+00:00,oem-nodejs,carChassisNumber/DENM,d375ff0c-5297-4442-b1c5-c6c415816882,recv
sJF9uH0BX0lHpglptT33,2021-12-14 10:29:44.396000+00:00,oem-nodejs,carChassisNumber/DENM,e6331aec-11a2-4b36-b35e-8533c61e8acc,recv
spF9uH0BX0lHpglptT33,2021-12-14 10:29:44.717000+00:00,oem-nodejs,carChassisNumber/DENM,e27947ee-a767-4c95-b1c0-3a429f4fade8,recv
tJF9uH0BX0lHpglptT33,2021-12-14 10:29:44.803000+00:00,oem-nodejs,carChassisNumber/DENM,dabc6617-77bf-40eb-959c-a73db86bcd3a,recv
tpF9uH0BX0lHpglptT33,2021-12-14 10:29:45.034000+00:00,oem-nodejs,carChassisNumber/DENM,6800d008-3e84-4a18-af3b-15fa421bb54e,recv
u5F9uH0BX0lHpglpuT3j,2021-12-14 10:29:45.274000+00:00,oem-nodejs,carChassisNumber/DENM,d791dda0-86e6-4ab9-9a7c-42866e67b075,recv
vZF9uH0BX0lHpglpuT3j,2021-12-14 10:29:45.444000+00:00,oem-nodejs,carChassisNumber/DENM,06515f70-192a-4739-a39d-0692e9901b78,recv
v5F9uH0BX0lHpglpuT3j,2021-12-14 10:29:45.595000+00:00,oem-nodejs,carChassisNumber/DENM,26902700-9a20-4c9b-a0a3-2f42e566ee71,recv
wZF9uH0BX0lHpglpuT3j,2021-12-14 10:29:45.754000+00:00,oem-nodejs,carChassisNumber/DENM,1482fc98-5330-43a4-9c0e-f46071448ab6,recv
w5F9uH0BX0lHpglpuT3j,2021-12-14 10:29:45.913000+00:00,oem-nodejs,carChassisNumber/DENM,48073ad1-5877-4fd8-97c4-840499ff4381,recv
RJF9uH0BX0lHpglpgzsQ,2021-12-14 10:29:31.118000+00:00,oem-nodejs,carChassisNumber/DENM,3da094c7-9b9e-4440-a02b-e4b1536fa382,recv
RpF9uH0BX0lHpglpgzsQ,2021-12-14 10:29:31.358000+00:00,oem-nodejs,carChassisNumber/DENM,7b12d89a-4f4d-4d21-9c94-2c0602759a9f,recv
SJF9uH0BX0lHpglpgzsQ,2021-12-14 10:29:31.515000+00:00,oem-nodejs,carChassisNumber/DENM,c69d647f-20bc-47a0-a51b-17ea166dd7b8,recv
SpF9uH0BX0lHpglpgzsQ,2021-12-14 10:29:31.754000+00:00,oem-nodejs,carChassisNumber/DENM,9ef41250-4e64-484d-ad74-9bddd68216f0,recv
TJF9uH0BX0lHpglpgzsQ,2021-12-14 10:29:31.835000+00:00,oem-nodejs,carChassisNumber/DENM,e1921bb7-3a07-4d7f-ab8a-75110702c640,recv
cpF9uH0BX0lHpglphjv6,2021-12-14 10:29:32.076000+00:00,oem-nodejs,carChassisNumber/DENM,d8c10115-9e15-47ac-8bc9-cb3b882cd687,recv
dJF9uH0BX0lHpglphjv6,2021-12-14 10:29:32.235000+00:00,oem-nodejs,carChassisNumber/DENM,e20ef419-0e28-4740-a161-9d61a259d133,recv
dpF9uH0BX0lHpglphjv6,2021-12-14 10:29:32.476000+00:00,oem-nodejs,carChassisNumber/DENM,4674e557-72f3-4c4f-88ea-08d5c6797079,recv
eJF9uH0BX0lHpglphjv6,2021-12-14 10:29:32.635000+00:00,oem-nodejs,carChassisNumber/DENM,bcc3dd76-bda1-4470-9669-7181958652c8,recv
epF9uH0BX0lHpglphjv6,2021-12-14 10:29:32.874000+00:00,oem-nodejs,carChassisNumber/DENM,6eda787c-2bf2-4287-8068-190081629345,recv
fJF9uH0BX0lHpglphjv6,2021-12-14 10:29:33.036000+00:00,oem-nodejs,carChassisNumber/DENM,d90eb37f-8a6f-4edd-ac7c-5cb2ec74c348,recv
1pF9uH0BX0lHpglpijvl,2021-12-14 10:29:33.279000+00:00,oem-nodejs,carChassisNumber/DENM,3f4ee56b-73d1-4a2a-a612-0dd201d2ee09,recv
2JF9uH0BX0lHpglpijvl,2021-12-14 10:29:33.434000+00:00,oem-nodejs,carChassisNumber/DENM,19df6eb1-3f23-4b7c-b4fa-6e80576a519e,recv
2pF9uH0BX0lHpglpijvl,2021-12-14 10:29:33.603000+00:00,oem-nodejs,carChassisNumber/DENM,5b04fdff-0453-4eef-9432-131685623115,recv
3JF9uH0BX0lHpglpijvl,2021-12-14 10:29:33.758000+00:00,oem-nodejs,carChassisNumber/DENM,7e1a269e-edb4-4d99-9906-c0b2fa85b782,recv
3pF9uH0BX0lHpglpijvl,2021-12-14 10:29:33.914000+00:00,oem-nodejs,carChassisNumber/DENM,c0fd12eb-1131-42e6-85dc-7a092b78a11f,recv
_pF9uH0BX0lHpglpjjvP,2021-12-14 10:29:34.162000+00:00,oem-nodejs,carChassisNumber/DENM,e78798f1-f621-4dbb-89a6-80269bd8e88c,recv
AJF9uH0BX0lHpglpjjzP,2021-12-14 10:29:34.325000+00:00,oem-nodejs,carChassisNumber/DENM,cb0f536d-915e-46f9-bde0-5e400e331b78,recv
ApF9uH0BX0lHpglpjjzP,2021-12-14 10:29:34.570000+00:00,oem-nodejs,carChassisNumber/DENM,40d6ea41-2fdd-4622-a703-0afa36b910a4,recv
BJF9uH0BX0lHpglpjjzP,2021-12-14 10:29:34.714000+00:00,oem-nodejs,carChassisNumber/DENM,b8834de3-1c8d-4214-9501-f1d5ad7b6cbf,recv
BpF9uH0BX0lHpglpjjzP,2021-12-14 10:29:34.954000+00:00,oem-nodejs,carChassisNumber/DENM,999603fb-6805-4477-ac5a-25fc527df5b1,recv
DJF9uH0BX0lHpglpkjy8,2021-12-14 10:29:35.116000+00:00,oem-nodejs,carChassisNumber/DENM,63f8a032-907d-4aef-a06c-4c37e9bf1787,recv
DpF9uH0BX0lHpglpkjy8,2021-12-14 10:29:35.274000+00:00,oem-nodejs,carChassisNumber/DENM,7304b8ef-abe1-40e5-b22c-16b52abb6734,recv
EJF9uH0BX0lHpglpkjy8,2021-12-14 10:29:35.435000+00:00,oem-nodejs,carChassisNumber/DENM,1aa4f87b-5073-4a1d-9b8f-6bf31a3ad094,recv
EpF9uH0BX0lHpglpkjy8,2021-12-14 10:29:35.674000+00:00,oem-nodejs,carChassisNumber/DENM,1cce0ac0-7b2a-4adc-8b49-b04746825277,recv
FJF9uH0BX0lHpglpkjy8,2021-12-14 10:29:35.920000+00:00,oem-nodejs,carChassisNumber/DENM,213f806c-dea9-4dd4-bb90-13d6cd5cef83,recv
FpF9uH0BX0lHpglpkjy8,2021-12-14 10:29:36.075000+00:00,oem-nodejs,carChassisNumber/DENM,7a355e9e-37f3-43a3-b3db-e4b7e807e25b,recv
GpF9uH0BX0lHpglpljyl,2021-12-14 10:29:36.243000+00:00,oem-nodejs,carChassisNumber/DENM,7cc68896-c7ba-4ae4-b331-0b4f388791cb,recv
HJF9uH0BX0lHpglpljyl,2021-12-14 10:29:36.394000+00:00,oem-nodejs,carChassisNumber/DENM,45db68f9-6c20-4397-85f4-856b7df0b51b,recv
HpF9uH0BX0lHpglpljyl,2021-12-14 10:29:36.635000+00:00,oem-nodejs,carChassisNumber/DENM,53989e81-e276-42d3-a06f-0f44b526d932,recv
IJF9uH0BX0lHpglpljyl,2021-12-14 10:29:36.795000+00:00,oem-nodejs,carChassisNumber/DENM,1bb37d3e-f2c7-4a9f-80c2-cc22ba194f20,recv
IpF9uH0BX0lHpglpljyl,2021-12-14 10:29:36.954000+00:00,oem-nodejs,carChassisNumber/DENM,92471a63-6e2d-40c6-843e-c29e8016cdbe,recv
QJF9uH0BX0lHpglpmjyO,2021-12-14 10:29:37.113000+00:00,oem-nodejs,carChassisNumber/DENM,20706d43-1cf9-4219-85b8-c7f6441e1544,recv
QpF9uH0BX0lHpglpmjyO,2021-12-14 10:29:37.355000+00:00,oem-nodejs,carChassisNumber/DENM,e81ab776-5b9d-4d4a-932e-bbbf5db6d849,recv
RJF9uH0BX0lHpglpmjyO,2021-12-14 10:29:37.515000+00:00,oem-nodejs,carChassisNumber/DENM,2fb872be-a4ff-4c02-b47c-f8ce5207809f,recv
